file,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,nel,sg,sgHall,sgNumber,commonname,chemname,mineral,formula,calcformula,cellformula,Z,Zprime
1008200,5.4218,0.0002,9.0216,0.0004,5.4187,0.0002,90,,112.709,0.002,90,,244.5,3,C 1 2/c 1,-C 2yc,15,,Lithium zirconate,,- Li2 O3 Zr -,- Li1.82 O3 Zr -,- Li7.28 O12 Zr4 -,4,0.5
1008358,9.151,0.008,9.151,0.008,9.151,0.008,90,,90,,90,,766.3,3,F d -3 m :2,-F 4vw 2vw 3,227,,Thorium zirconium deuteride (1/2/6),,- D6 Th Zr2 -,- D6.004 Th Zr2 -,- D48.032 Th8 Zr16 -,8,0.0416667
1008445,6.6573,0.0002,6.6573,0.0002,5.3862,,90,,90,,90,,238.7,3,I 4/m c m,-I 4 2c,140,,Zirconium nickel deuteride (2/1/2.23),,- D2.23 Ni Zr2 -,- D2.228 Ni Zr2 -,- D8.912 Ni4 Zr8 -,4,0.125
1008446,6.7357,0.0002,6.7357,0.0002,5.4752,0.0002,90,,90,,90,,248.4,3,I 4/m c m,-I 4 2c,140,,Zirconium nickel deuteride (2/1/3.78),,- D3.78 Ni Zr2 -,- D3.776 Ni Zr2 -,- D15.104 Ni4 Zr8 -,4,0.125
1008447,6.828,0.0003,6.828,0.0003,5.6862,0.0002,90,,90,,90,,265.1,3,I 4/m c m,-I 4 2c,140,,Zirconium nickel deuteride (2/1/7.16),,- D7.16 Ni Zr2 -,- D7.162 Ni Zr2 -,- D28.648 Ni4 Zr8 -,4,0.125
1008534,7.6827,0.0004,7.6827,0.0004,7.6827,0.0004,90,,90,,90,,453.5,3,F m -3 m,-F 4 2 3,225,,Iron zirconium fluoride (0.8/0.2/3.2),,- F3.2 Fe0.8 Zr0.2 -,- F3.2004 Fe0.8 Zr0.2 -,- F76.8096 Fe19.2 Zr4.8 -,24,0.125
1008543,8.7449,0.0003,8.7449,0.0013,21.819,0.001,90,,90,,120,,1445,5,R -3 c :H,"-R 3 2""c",167,,Dicopper(I) chromium zirconium tris(phosphate),,- Cr Cu2 O12 P3 Zr -,- Cr Cu1.9998 O12 P3 Zr -,- Cr6 Cu11.9988 O72 P18 Zr6 -,6,0.166667
1008562,3.8413,0.0004,3.8413,0.0004,3.8413,0.0004,90,,90,,90,,56.7,3,P m -3 m,-P 4 2 3,221,,Iron zirconium fluoride (0.8/0.2/3.2),,- F3.2 Fe0.8 Zr0.2 -,- F3.1992 Fe0.7998 Zr0.1998 -,- F3.1992 Fe0.7998 Zr0.1998 -,1,0.0208333
1008563,5.4055,0.0009,5.4055,0.0009,8.7964,0.0007,90,,90,,120,,222.6,3,P 63/m m c,-P 6c 2c,194,,Zirconium manganese deuteride (1/2/3),,- D3.054 Mn2 Zr -,- D3.054 Mn2 Zr -,- D12.216 Mn8 Zr4 -,4,0.166667
1008564,5.3889,0.001,5.3889,0.001,8.766,0.0011,90,,90,,120,,220.5,3,P 63/m m c,-P 6c 2c,194,,Zirconium manganese deuteride (0.9/2.2/2.3),,- D2.332 Mn2.15 Zr0.85 -,- D2.3325 Mn2.15 Zr0.85 -,- D9.33 Mn8.6 Zr3.4 -,4,0.166667
1008565,5.3889,0.001,5.3889,0.001,8.766,0.0011,90,,90,,120,,220.5,3,P 63/m m c,-P 6c 2c,194,,Zirconium manganese deuteride (1/2/2.8),,- D2.83 Mn2 Zr -,- D2.8305 Mn2 Zr -,- D11.322 Mn8 Zr4 -,4,0.166667
1008566,5.3493,0.0009,5.3493,0.0009,8.6995,0.0009,90,,90,,120,,215.6,3,P 63/m m c,-P 6c 2c,194,,Zirconium manganese deuteride (0.8/2.2/2.1),,- D2.113 Mn2.227 Zr0.772 -,- D2.1135 Mn2.227 Zr0.772 -,- D8.454 Mn8.908 Zr3.088 -,4,0.166667
1008568,5.336,0.004,5.336,0.004,8.7,0.001,90,,90,,120,,214.5,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese iron deuteride (0.6/1.5/0.8/1.5),,- D1.539 Fe0.82 Mn1.538 Zr0.642 -,- D1.53885 Fe0.82 Mn1.538 Zr0.642 -,- D6.1554 Fe3.28 Mn6.152 Zr2.568 -,4,0.166667
1008569,5.336,0.005,5.336,0.005,8.697,0.005,90,,90,,120,,214.5,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese iron hydride (0.7/1.7/0.5/4.1),,- Fe0.512 H4.072 Mn1.738 Zr0.749 -,- Fe0.5125 H4.0725 Mn1.7385 Zr0.749 -,- Fe2.05 H16.29 Mn6.954 Zr2.996 -,4,0.166667
1008577,8.9018,0.0002,8.9018,0.0002,22.2021,0.0006,90,,90,,120,,1523.6,4,R -3 c :H,"-R 3 2""c",167,,Copper(I) dizirconium phosphate,,- Cu O12 P3 Zr2 -,- Cu1.0002 O12 P3 Zr2 -,- Cu6.0012 O72 P18 Zr12 -,6,0.166667
1008578,8.892,0.001,8.892,0.001,22.19,0.001,90,,90,,120,,1519.5,4,R -3 c :H,"-R 3 2""c",167,,Copper(I) dizirconium phosphate,,- Cu O12 P3 Zr2 -,- Cu1.0002 O12 P3 Zr2 -,- Cu6.0012 O72 P18 Zr12 -,6,0.166667
1008589,8.7449,0.0003,8.7449,0.0003,21.819,0.001,90,,90,,120,,1445,5,R -3 c :H,"-R 3 2""c",167,,Dicopper(I) chromium zirconium tris(phosphate),,- Cr Cu2 O12 P3 Zr -,- Cr Cu1.9998 O12 P3 Zr -,- Cr6 Cu11.9988 O72 P18 Zr6 -,6,0.166667
1008652,5.399,0.001,5.399,0.001,8.828,0.002,90,,90,,120,,222.9,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese aluminium deuteride (1/1.6/0.4/2.8),,- Al0.384 D2.76 Mn1.616 Zr -,- Al0.384 D2.7585 Mn1.616 Zr -,- Al1.536 D11.034 Mn6.464 Zr4 -,4,0.166667
1008653,5.4616,0.0004,5.4616,0.0004,8.8959,0.0006,90,,90,,120,,229.8,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese vanadium deuteride (1/1.6/0.4/3.5),,- D3.54 Mn1.601 V0.399 Zr -,- D3.54 Mn1.601 V0.399 Zr -,- D14.16 Mn6.404 V1.596 Zr4 -,4,0.166667
1008654,5.3935,0.0008,5.3935,0.0008,8.791,0.002,90,,90,,120,,221.5,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese iron deuteride (1/1.6/0.4/3.2),,- D3.22 Fe0.366 Mn1.634 Zr -,- D3.22035 Fe0.366 Mn1.634 Zr -,- D12.8814 Fe1.464 Mn6.536 Zr4 -,4,0.166667
1008655,5.3915,0.0007,5.3915,0.0007,8.78,0.001,90,,90,,120,,221,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese cobalt deuteride (1/1.5/0.5/3.4),,- Co0.477 D3.36 Mn1.523 Zr -,- Co0.477 D3.3603 Mn1.523 Zr -,- Co1.908 D13.4412 Mn6.092 Zr4 -,4,0.166667
1008656,5.371,0.003,5.371,0.003,8.729,0.005,90,,90,,120,,218.1,4,P 63/m m c,-P 6c 2c,194,,Zirconium manganese nickel deuteride (1/1.7/0.3/2.9),,- D2.85 Mn1.658 Ni0.342 Zr -,- D2.8497 Mn1.658 Ni0.342 Zr -,- D11.3988 Mn6.632 Ni1.368 Zr4 -,4,0.166667
1008680,5.381,0.003,5.381,0.003,8.798,0.006,90,,90,,120,,220.6,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium manganese deuteride (1/1.8/0.2/2.46),,- Cr1.8 D2.46 Mn0.2 Zr -,- Cr1.8 D2.46 Mn0.2 Zr -,- Cr7.2 D9.84 Mn0.8 Zr4 -,4,0.166667
1008681,5.374,0.002,5.374,0.002,8.784,0.004,90,,90,,120,,219.7,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium iron deuteride (1/1.8/0.2/3.66),,- Cr1.8 D3.66 Fe0.2 Zr -,- Cr1.8 D3.66 Fe0.2 Zr -,- Cr7.2 D14.64 Fe0.8 Zr4 -,4,0.166667
1008682,5.37,0.002,5.37,0.002,8.789,0.003,90,,90,,120,,219.5,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium cobalt deuteride (1/1.8/0.2/3.62),,- Co0.2 Cr1.8 D3.615 Zr -,- Co0.2 Cr1.8 D3.615 Zr -,- Co0.8 Cr7.2 D14.46 Zr4 -,4,0.166667
1008683,5.367,0.002,5.367,0.002,8.793,0.003,90,,90,,120,,219.3,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium nickel deuteride (1/1.8/0.2/3.53),,- Cr1.8 D3.525 Ni0.2 Zr -,- Cr1.8 D3.525 Ni0.2 Zr -,- Cr7.2 D14.1 Ni0.8 Zr4 -,4,0.166667
1008684,5.357,0.002,5.357,0.002,8.722,0.003,90,,90,,120,,216.8,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium copper deuteride (1/1.8/0.2/3.68),,- Cr1.8 Cu0.2 D3.684 Zr -,- Cr1.8 Cu0.2 D3.684 Zr -,- Cr7.2 Cu0.8 D14.736 Zr4 -,4,0.166667
1008685,7.68,0.002,7.68,0.002,7.68,0.002,90,,90,,90,,453,3,F d -3 m :2,-F 4vw 2vw 3,227,,Zirconium chromium deuteride (1/2/3.51),,- Cr2 D3.51 Zr -,- Cr2 D3.51 Zr -,- Cr16 D28.08 Zr8 -,8,0.0416667
1008686,7.754,0.002,7.754,0.002,7.754,0.002,90,,90,,90,,466.2,4,F d -3 m :2,-F 4vw 2vw 3,227,,Zirconium chromium manganese deuteride (1/1.8/0.2/3.80),,- Cr1.8 D3.8 Mn0.2 Zr -,- Cr1.8 D3.7996 Mn0.2 Zr -,- Cr14.4 D30.3968 Mn1.6 Zr8 -,8,0.0416667
1008687,7.6551,0.0008,7.6551,0.0008,7.6551,0.0008,90,,90,,90,,448.6,4,F d -3 m :2,-F 4vw 2vw 3,227,,Zirconium chromium iron deuteride (1/1.8/0.2/3.65),,- Cr1.8 D3.65 Fe0.2 Zr -,- Cr1.8 D3.6504 Fe0.2 Zr -,- Cr14.4 D29.2032 Fe1.6 Zr8 -,8,0.0416667
1008688,7.6605,0.0007,7.6605,0.0007,7.6605,0.0007,90,,90,,90,,449.5,4,F d -3 m :2,-F 4vw 2vw 3,227,,Zirconium chromium cobalt deuteride (1/1.8/0.2/3.56),,- Co0.2 Cr1.8 D3.56 Zr -,- Co0.2 Cr1.8 D3.5596 Zr -,- Co1.6 Cr14.4 D28.4768 Zr8 -,8,0.0416667
1008697,14.3574,0.0006,5.3247,0.0003,5.02,0.0002,90,,90,,90,,383.8,3,P b c n,-P 2n 2ab,60,,Zirconium titanium oxide (5/7/24),,- O24 Ti7.24 Zr4.76 -,- O24 Ti7.24 Zr4.76 -,- O24 Ti7.24 Zr4.76 -,1,0.125
1008698,9.042,0.004,9.042,0.004,9.042,0.004,90,,90,,90,,739.3,3,F d -3 m :2,-F 4vw 2vw 3,227,,Thorium zirconium deuteride (1/2/3.6),,- D3.6 Th Zr2 -,- D3.604 Th Zr2 -,- D28.832 Th8 Zr16 -,8,0.0416667
1008699,9.112,0.007,9.112,0.007,9.112,0.007,90,,90,,90,,756.6,3,F d -3 m :2,-F 4vw 2vw 3,227,,Thorium zirconium deuteride (1/2/4.8),,- D4.8 Th Zr2 -,- D4.792 Th Zr2 -,- D38.336 Th8 Zr16 -,8,0.0416667
1008700,9.154,0.009,9.154,0.009,9.154,0.009,90,,90,,90,,767.1,3,F d -3 m :2,-F 4vw 2vw 3,227,,Thorium zirconium deuteride (1/2/6.3),,- D6.3 Th Zr2 -,- D6.296 Th Zr2 -,- D50.368 Th8 Zr16 -,8,0.0416667
1008714,5.371,0.001,5.371,0.001,8.782,0.003,90,,90,,120,,219.4,5,P 63/m m c,-P 6c 2c,194,,Zirconium chromium copper nickel deuteride (1/1.6/0.2/0.2/3.8),,- Cr1.6 Cu0.2 D3.78 Ni0.2 Zr -,- Cr1.6 Cu0.2 D3.78 Ni0.2 Zr -,- Cr6.4 Cu0.8 D15.12 Ni0.8 Zr4 -,4,0.166667
1008715,5.385,0.002,5.385,0.002,8.818,0.005,90,,90,,120,,221.4,5,P 63/m m c,-P 6c 2c,194,,Zirconium chromium copper nickel deuteride (1/1.4/0.3/0.3/3.48),,- Cr1.4 Cu0.3 D3.48 Ni0.3 Zr -,- Cr1.4 Cu0.3 D3.48 Ni0.3 Zr -,- Cr5.6 Cu1.2 D13.92 Ni1.2 Zr4 -,4,0.166667
1008716,5.343,0.002,5.343,0.002,8.744,0.003,90,,90,,120,,216.2,5,P 63/m m c,-P 6c 2c,194,,Zirconium chromium copper nickel deuteride (1/1.2/0.4/0.4/3.51),,- Cr1.2 Cu0.4 D3.51 Ni0.4 Zr -,- Cr1.2 Cu0.4 D3.51 Ni0.4 Zr -,- Cr4.8 Cu1.6 D14.04 Ni1.6 Zr4 -,4,0.166667
1008717,7.666,0.001,7.666,0.001,7.666,0.001,90,,90,,90,,450.5,5,F d -3 m :2,-F 4vw 2vw 3,227,,Zirconium chromium copper nickel deuteride (1/1.6/0.2/0.2/3.8),,- Cr1.6 Cu0.2 D3.8 Ni0.2 Zr -,- Cr1.6 Cu0.2 D3.8004 Ni0.2 Zr -,- Cr12.8 Cu1.6 D30.4032 Ni1.6 Zr8 -,8,0.0416667
1008728,8.84,0.01,8.84,0.01,22.31,0.04,90,,90,,120,,1509.9,5,R -3 c :H,"-R 3 2""c",167,,Deuterium copper zirconium phosphate(V) (0.36/0.52/2/3),,- Cu0.516 D0.36 O12 P3 Zr2 -,- Cu0.516 D0.36 O12 P3 Zr2 -,- Cu3.096 D2.16 O72 P18 Zr12 -,6,0.166667
1008790,4.8042,0.0002,5.4825,0.0003,5.0313,0.0002,90,,90,,90,,132.5,3,P b c n,-P 2n 2ab,60,,Zirconium titanium oxide (0.5/0.5/2) - HT,Srilankite,- O2 Ti0.5 Zr0.5 -,- O2 Ti0.5 Zr0.5 -,- O8 Ti2 Zr2 -,4,0.5
1008794,5.466,0.001,5.466,0.001,13.982,0.002,90,,90,,120,,361.8,3,R -3 :H,-R 3,148,,Cobalt hexafluorozirconate - LT,,- Co F6 Zr -,- Co F6 Zr -,- Co3 F18 Zr3 -,3,0.166667
1008795,7.989,0.001,7.989,0.001,7.989,0.001,90,,90,,90,,509.9,3,F m -3 m,-F 4 2 3,225,,Cobalt hexafluorozirconate - HT,,- Co F6 Zr -,- Co F6 Zr -,- Co4 F24 Zr4 -,4,0.0208333
1008799,5.368,0.001,5.368,0.001,8.797,0.003,90,,90,,120,,219.5,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium nickel deuteride (1/1.79/0.21/3.38),,- Cr1.794 D3.38 Ni0.206 Zr -,- Cr1.794 D3.378 Ni0.206 Zr -,- Cr7.176 D13.512 Ni0.824 Zr4 -,4,0.166667
1008800,5.343,0.001,5.343,0.001,8.747,0.003,90,,90,,120,,216.3,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium nickel deuteride (1/1.455/0.545/3.384),,- Cr1.454 D3.384 Ni0.546 Zr -,- Cr1.455 D3.384 Ni0.545 Zr -,- Cr5.82 D13.536 Ni2.18 Zr4 -,4,0.166667
1008801,5.343,0.002,5.343,0.002,8.75,0.003,90,,90,,120,,216.3,4,P 63/m m c,-P 6c 2c,194,,Zirconium chromium nickel deuteride (1/1.244/0.756/3.3),,- Cr1.244 D3.3 Ni0.756 Zr -,- Cr1.244 D3.3 Ni0.756 Zr -,- Cr4.976 D13.2 Ni3.024 Zr4 -,4,0.166667
1008961,3.82,0.01,3.82,,8.17,0.02,90,,90,,90,,119.2,3,P 4/n m m :2,-P 4a 2a,129,,Zirconium arsenide telluride (1/1.43/0.46),,- As1.43 Te0.46 Zr -,- As1.425 Te0.455 Zr1.005 -,- As2.85 Te0.91 Zr2.01 -,2,0.125
1009016,10.5392,0.0011,10.5392,0.0011,10.5392,0.0011,90,,90,,90,,1170.6,3,I a -3,-I 2b 2c 3,206,,Yttrium zirconium oxide (1/1/3),,- O3 Y Zr -,- O3 Y1.0005 Zr0.9995 -,- O48 Y16.008 Zr15.992 -,16,0.333333
1009018,10.515,0.002,10.515,0.002,10.515,0.002,90,,90,,90,,1162.6,3,I a -3,-I 2b 2c 3,206,,Yttrium zirconium oxide (1/1/3),,- O3 Y Zr -,- O3 Y1.0005 Zr0.9995 -,- O48 Y16.008 Zr15.992 -,16,0.333333
1009068,3.624,0.005,3.624,0.005,8.36,0.008,90,,90,,90,,109.8,3,P 4/n m m :1,P 4ab 2ab -1ab,129,,Zirconium silicide selenide (2/1.9/1.99),,- Se1.99 Si1.9 Zr2 -,- Se1.99 Si1.9 Zr2 -,- Se1.99 Si1.9 Zr2 -,1,0.0625
1010099,9.365,0.01,9.365,0.01,9.365,0.01,90,,90,,90,,821.3,4,F m -3 m,-F 4 2 3,225,,Ammonium heptafluorozirconate,,- F7 H12 N3 Zr -,- F7 H12.25 N3 Zr -,- F28 H49 N12 Zr4 -,4,0.0208333
1010100,8.951,0.01,8.951,0.01,8.951,0.01,90,,90,,90,,717.2,3,F m -3 m,-F 4 2 3,225,,Potassium heptafluorozirconate,,- F7 K3 Zr -,- F7 K3 Zr -,- F28 K12 Zr4 -,4,0.0208333
1010195,10.178,0.004,10.178,0.004,10.178,0.004,90,,90,,90,,1054.4,3,F m -3 m,-F 4 2 3,225,,Rubidium hexachlorozirconate,,- Cl6 Rb2 Zr -,- Cl6 Rb2 Zr -,- Cl24 Rb8 Zr4 -,4,0.0208333
1010196,10.407,0.005,10.407,0.005,10.407,0.005,90,,90,,90,,1127.1,3,F m -3 m,-F 4 2 3,225,,Caesium hexachlorozirconate,,- Cl6 Cs2 Zr -,- Cl6 Cs2 Zr -,- Cl24 Cs8 Zr4 -,4,0.0208333
1010265,3.72,,14.61,,3.67,,90,,90,,90,,199.5,2,C m c m,-C 2c 2,63,,Zirconium silicide (1/2),,- Si2 Zr -,- Si2 Zr -,- Si8 Zr4 -,4,0.25
1010424,4.089,0.003,4.089,0.003,4.089,0.003,90,,90,,90,,68.4,3,P m -3 m,-P 4 2 3,221,,Strontium zirconate,,- O3 Sr Zr -,- O3 Sr Zr -,- O3 Sr Zr -,1,0.0208333
1010464,8.2,0.01,8.2,0.01,8.2,0.01,90,,90,,90,,551.4,3,P a -3,-P 2ac 2ab 3,205,,Zirconium diphosphate,,- O7 P2 Zr -,- O7 P2 Zr -,- O28 P8 Zr4 -,4,0.166667
1010515,9.35,,9.35,,9.35,,90,,90,,90,,817.4,4,P n -3 m :1,P 4n 2 3 -1n,224,,Triammonium zirconium fluoride,,- F7 H12 N3 Zr -,- F7 H12 N3 Zr -,- F28 H48 N12 Zr4 -,4,0.0833333
1010821,7.64,,7.64,,7.64,,90,,90,,90,,445.9,5,,,,,Calcium aluminium titanium zirconium oxide (0.34/2/0.6/0.18/5),Uhligite,- Al2 Ca0.34 O5 Ti0.6 Zr0.18 -,,,4,
1010901,4.094,0.002,4.094,0.002,4.094,0.002,90,,90,,90,,68.6,3,P m -3 m,-P 4 2 3,221,,Strontium zirconate,,- O3 Sr Zr -,- O3 Sr Zr -,- O3 Sr Zr -,1,0.0208333
1010912,5.21,,5.26,,5.37,,90,,80.53,,90,,145.2,2,P 1 21/c 1,-P 2ybc,14,,Zirconium oxide,Baddeleyite,- O2 Zr -,- O2 Zr -,- O8 Zr4 -,4,1
1011261,6.58,,6.58,,5.93,,90,,90,,90,,256.7,3,I 41/a m d :1,I 4bw 2bw -1bw,141,,Zirconium silicate,Zircon,- O4 Si Zr -,- O4 Si Zr -,- O16 Si4 Zr4 -,4,0.125
1011263,6.6,,6.6,,5.88,,90,,90,,90,,256.1,3,I 41/a m d :1,I 4bw 2bw -1bw,141,,Zirconium silicate,Zircon,- O4 Si Zr -,- O4 Si Zr -,- O16 Si4 Zr4 -,4,0.125
1011265,6.58,,6.58,,5.93,,90,,90,,90,,256.7,3,I 41/a m d :1,I 4bw 2bw -1bw,141,,Zirconium silicate,Zircon,- O4 Si Zr -,- O4 Si Zr -,- O16 Si4 Zr4 -,4,0.125
1011322,4.76,,4.76,,4.76,,90,,90,,90,,107.9,2,F m -3 m,-F 4 2 3,225,,Zirconium carbide,,- C Zr -,- C Zr -,- C4 Zr4 -,4,0.0208333
1011345,7.39,0.05,7.39,0.05,10.05,0.05,90,,90,,120,,475.3,5,P 63/m m c,-P 6c 2c,194,,Disodium zirconium catena-trisilicate dihydrate,"Catapleite, averaged structure",- H4 Na2 O11 Si3 Zr -,- H4.669 Na2 O11.001 Si3 Zr -,- H9.338 Na4 O22.002 Si6 Zr2 -,2,0.0833333
1011361,4.63,,4.63,,4.63,,90,,90,,90,,99.3,2,F m -3 m,-F 4 2 3,225,,Zirconium(III) nitride,,- N Zr -,- N Zr -,- N4 Zr4 -,4,0.0208333
1100126,7.6887,0.0003,7.6887,0.0003,28.87,0.001,90,,90,,120,,1478.03,4,R -3 m :H,"-R 3 2""",166,,Dipotassium Trizirconium Oxide Dodecafluoride,,- F12 K2 O Zr3 -,- F12 K2 O Zr3 -,- F72 K12 O6 Zr18 -,6,0.166667
1100253,12.0935,0.0015,14.8079,0.0017,18.142,0.002,71.203,0.013,71.216,0.013,74.401,0.013,2861.91,7,P -1,-P 1,2,,mer-Trichloro-(triphenylphosphineiminato)-bis(triphenylphosphineimine)-zirconi um tetrahydrofuran solvate,,- C58 H55 Cl3 N3 O P3 Zr -,- C54 H47 Cl3 N3 P3 Zr -,- C108 H94 Cl6 N6 P6 Zr2 -,2,1
1100254,14.4757,0.0015,19.257,0.002,24.57,0.002,67.317,0.012,87.376,0.012,87.103,0.013,6308.69,6,P -1,-P 1,2,,trans-Dichloro-bis(triphenylphosphineiminato)-bis(triphenylphosphineimine)-zir conium,,- C72 H62 Cl2 N4 P4 Zr -,- C72 H62 Cl2 N4 P4 Zr -,- C288 H248 Cl8 N16 P16 Zr4 -,4,2
1100415,16.404,0.001,19.308,0.001,7.53,0.001,90,,98,0.01,90,,2361.75,4,C 1 2/c 1,-C 2yc,15,,,,- C30 H36 V Zr -,- C60 H72 V Zr -,- C240 H288 V4 Zr4 -,4,0.5
1100712,9.444,0.001,10.522,0.001,19.75,0.001,88.64,0.01,89.6,0.01,67.44,0.01,1811.9,6,P -1,-P 1,2,,,,- C40 H54 Ge N2 O Zr -,- C40 H54 Ge N2 O Zr -,- C80 H108 Ge2 N4 O2 Zr2 -,2,1
1100798,11.3691,0.0015,13.9028,0.0009,15.137,0.002,90,,108.131,0.012,90,,2273.8,5,P 1 21/n 1,-P 2yn,14,,,,- C18 H36 N2 Si2 Zr -,- C18 H36 N2 Si2 Zr -,- C72 H144 N8 Si8 Zr4 -,4,1
1100799,11.119,0.002,19.43,0.004,15.805,0.002,90,,106.355,0.011,90,,3276.4,5,P 1 21/c 1,-P 2ybc,14,,,,- C33 H49 N3 Si2 Zr -,- C33 H49 N3 Si2 Zr -,- C132 H196 N12 Si8 Zr4 -,4,1
1501466,5.2185,,5.2185,,8.6527,,90,,90,,120,,204.067,2,P 63/m m c,-P 6c 2c,194,,,,- Tc2 Zr -,- Tc2 Zr -,- Tc8 Zr4 -,4,0.166667
1501780,23.2628,0.0008,8.7389,0.0003,16.6065,0.0006,90,,93.635,0.003,90,,3369.2,6,C 1 2/c 1,-C 2yc,15,,,,- C36 H40 Cl2 N2 O4 Zr -,- C36 H40 Cl2 N2 O4 Zr -,- C144 H160 Cl8 N8 O16 Zr4 -,4,0.5
1501781,8.8164,0.0012,9.4888,0.0015,16.959,0.002,75.473,0.011,75.003,0.01,75.112,0.01,1298.3,4,P -1,-P 1,2,,,,- C24 H40 N5 Zr -,- C24 H40 N5 Zr -,- C48 H80 N10 Zr2 -,2,1
1502377,20.685,0.002,9.8517,0.0011,20.938,0.002,90,,94.334,0.002,90,,4254.6,6,P 1 21/c 1,-P 2ybc,14,,,,- C42 H57 N3 O S Zr -,- C42 H57 N3 O S Zr -,- C168 H228 N12 O4 S4 Zr4 -,4,1
1502774,9.1654,0.0008,17.1904,0.0015,21.4248,0.0019,106.018,0.002,97.63,0.002,97.011,0.002,3170.9,4,P -1,-P 1,2,,,,- C32 H52 N2 Zr -,- C32 H52 N2 Zr -,- C128 H208 N8 Zr4 -,4,2
1504419,6.6716,0.0009,10.4461,0.0015,21.497,0.003,90,,90,,90,,1498.2,4,P n 21 a,P -2ac -2n,33,,,,- C14 H18 Cl2 Zr -,- C14 H18 Cl2 Zr -,- C56 H72 Cl8 Zr4 -,4,1
1505787,14.585,0.0002,14.293,0.0002,15.668,0.0002,90,,109.707,0.001,90,,3074.9,5,P 1 21/c 1,-P 2ybc,14,,,,- C30 H40 N2 O4 Zr -,- C30 H40 N2 O4 Zr -,- C120 H160 N8 O16 Zr4 -,4,1
1505788,11.079,0.0001,20.281,0.0002,18.947,0.0002,90,,97.383,0.001,90,,4221.97,5,P 1 21/c 1,-P 2ybc,14,,,,- C42 H64 N2 O4 Zr -,- C42 H64 N2 O4 Zr -,- C168 H256 N8 O16 Zr4 -,4,1
1505792,10.353,0.0006,16.3085,0.001,21.7857,0.0013,83.888,0.001,80.796,0.001,76.109,0.001,3515.9,6,P -1,-P 1,2,,,,- C76 H48 Al2 F30 O5 Zr -,- C76 H48 Al2 F30 O5 Zr -,- C152 H96 Al4 F60 O10 Zr2 -,2,1
1505793,25.502,0.003,7.851,0.001,16.882,0.003,90,,102.4,0.01,90,,3301.2,6,C 1 2/c 1,-C 2yc,15,,,,- C32 H44 Cl2 N2 O2 Zr -,- C32 H44 Cl2 N2 O2 Zr -,- C128 H176 Cl8 N8 O8 Zr4 -,4,0.5
1505794,23.367,0.002,23.367,0.002,14.368,0.002,90,,90,,90,,7845.2,6,I -4 2 d,I -4 2bw,122,,,,- C34 H48 Cl2 N2 O2 Zr -,- C34 H48 Cl2 N2 O2 Zr -,- C272 H384 Cl16 N16 O16 Zr8 -,8,0.5
1505795,17.131,0.004,22.418,0.005,15.14,0.003,93.28,0.02,92.61,0.02,72.34,0.02,5529,6,P -1,-P 1,2,,,,- C124 H158 Cl4 N4 O5 Zr2 -,- C124 H144 Cl4 N4 O5 Zr2 -,- C248 H288 Cl8 N8 O10 Zr4 -,2,1
1506421,18.901,0.002,6.512,0.001,23.87,0.003,90,,94.54,0.004,90,,2928.8,4,C 1 2/c 1,-C 2yc,15,,,,- C34 H38 Cl2 Zr -,- C34 H38 Cl2 Zr -,- C136 H152 Cl8 Zr4 -,4,0.5
1506429,8.9759,0.0011,15.427,0.003,17.37,0.003,67.867,0.01,77.698,0.01,85.178,0.012,2176.8,5,P -1,-P 1,2,,,,- C39 H66 N6 Si2 Zr2 -,- C39 H66 N6 Si2 Zr2 -,- C78 H132 N12 Si4 Zr4 -,2,1
1506430,8.5953,0.0006,12.7328,0.0008,13.3145,0.0009,71.863,0.001,76.856,0.001,87.035,0.001,1348.2,6,P -1,-P 1,2,,,,- C32 H35 Cl2 N Si Zr -,- C28.25 H27 Cl2 N Si Zr -,- C56.5 H54 Cl4 N2 Si2 Zr2 -,2,1
1506431,16.3387,0.0009,7.565,0.0004,36.764,0.002,90,,94.242,0.001,90,,4531.7,5,P 1 21/c 1,-P 2ybc,14,,,,- C27 H31 N O Zr -,- C27 H31 N O Zr -,- C216 H248 N8 O8 Zr8 -,8,2
1506851,13.1,0.003,16.206,0.003,14.737,0.002,90,,110.651,0.015,90,,2927.6,7,P 1 21/c 1,-P 2ybc,14,,,,- C28 H14 Cl2 F10 N2 O2 Zr -,- C28 H14 Cl2 F10 N2 O2 Zr -,- C112 H56 Cl8 F40 N8 O8 Zr4 -,4,1
